coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month,profit_amounts,loss_amounts
xrp,681.8333333333333,4.965460063561064,5,17,18,6,18.72333468111424,12,-8.947879001927028,0.21847538778806933,"""[24.35887445887447, 7.0291472443103835, 22.786334610472544, 7.5836917562724, 33.432357473035445, 17.149602543720185]""","""[-3.9085816742920665, -12.50403071017275, -14.283813443072694, -9.201689890305367, -6.182191780821917, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-0.46361141905571424,5,18,18,6,18.585907665868913,12,-9.331588117855764,-0.020398449139581658,"""[24.35887445887447, 6.2045851528384315, 22.786334610472544, 7.5836917562724, 33.432357473035445, 17.149602543720185]""","""[-5.4188899707887, -12.50403071017275, -15.007508161044603, -9.870453207769277, -6.387588846364139, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.897112045329928, -2.9704422032583255, -7.87185835161391]"""
xrp,681.8333333333333,5.246843215484288,5,19,17,7,14.968643916605107,10,-9.953366420075142,0.23085597134861208,"""[0.7828722778104775, 23.323665146230223, 5.76790393013101, 21.574253920080945, 4.696163069544369, 33.39383667180278, 15.24181240063594]""","""[-5.4188899707887, -12.50403071017275, -15.916603364080295, -8.224118476727783, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.897112045329928, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,3.439530754921454,5,20,16,7,13.846883966458577,9,-10.387628556698733,0.1513359901945397,"""[0.25128805620608274, 17.574418604651164, 5.140174672489082, 21.574253920080945, 4.696163069544369, 32.45007704160247, 15.24181240063594]""","""[-6.465628042843234, -12.50403071017275, -17.1482089954215, -8.562623413258102, -13.231911532385457, -12.43469584034624, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,1.6661198741167325,5,21,14,6,14.215836508288945,8,-10.453612396952117,0.07330764540234952,"""[27.478475336322862, 4.31375575412943, 18.792261001517463, 4.696163069544369, 15.09051651143099, 14.923847376788553]""","""[-8.494855918075734, -14.024050632911397, -10.22060828526482, -14.752448657187992, -12.43469584034624, -10.425951729285888, -4.87281405116457, -8.40347406138028]"""
xrp,681.8333333333333,17.8064286450066,5,22,12,6,13.703914168102587,6,-10.736176060601489,0.7834654500369563,"""[25.99304932735426, 1.876712699702132, 18.342932728647025, 4.696163069544369, 15.09051651143099, 16.22411067193676]""","""[-8.494855918075734, -14.331318419800098, -10.22060828526482, -14.752448657187992, -11.74501103211571, -4.87281405116457]"""
xrp,681.8333333333333,17.931857528739947,5,23,11,6,11.709586327814023,5,-10.465132087628838,0.7889841982823736,"""[22.628543472183384, 1.876712699702132, 11.801928112354213, 4.696163069544369, 13.227688399661302, 16.026482213438737]""","""[-9.661800428673498, -15.457478833490127, -10.22060828526482, -11.941137533709245, -5.044635357006497]"""
xrp,681.8333333333333,-1.7641677401657363,5,24,10,5,10.642056537760581,5,-10.994890085793728,-0.07762165564161148,"""[21.607790407540886, 1.876712699702132, 11.801928112354213, 4.696163069544369, 13.227688399661302]""","""[-9.661800428673498, -17.621166509877707, -10.22060828526482, -12.235327286099531, -5.235547919053079]"""
xrp,681.8333333333333,-57.27498254875321,6,5,99,26,8.803473625691073,73,-3.920072559133167,-2.5200432311844483,"""[34.471657325860676, 5.673049645390082, 0.968702290076331, 2.9141115221263214, 6.641573033707864, 2.8183483390251536, 7.747328244274809, 5.799116557423767, 2.747721822541969, 0.7259587020648877, 14.053846153846147, 6.388794023479186, 1.607779886148, 5.462984755282157, 9.871098265895963, 1.7592964824120507, 1.3139827179889918, 9.075285070273143, 12.485711125857112, 5.579466544033111, 8.710192183113799, 42.68856188687122, 0.41145662847790554, 0.5489675516224348, 33.425437201907805, 4.99988630826701]""","""[-5.887220548596811, -1.6387107223841844, -5.815658021133522, -6.218614210217267, -9.544177093359, -6.0947299077733845, -3.5931597821755865, -0.8316435850535586, -1.788710439300895, -3.377528884696998, -3.522348975887993, -5.668312284730187, -0.6319148936170164, -8.521289018639115, -6.041962229387377, -0.07466430200152294, -2.1770770770770844, -5.171238831200197, -9.267165967645283, -4.937387264279856, -2.0830777366472786, -1.083519404572031, -6.559948320413441, -7.8803203661327235, -3.365428400239654, -5.404806565064479, -4.168791946308731, -5.020666800562366, -1.9638925010836579, -1.6975820379965498, -0.5991680532445951, -3.67675111773473, -4.966242038216562, -3.945180875284592, -1.0940357852882712, -0.18422234699607593, -7.3538860103626895, -5.252671755725192, -2.1004879238838705, -6.8821782178217905, -3.452514385789348, -6.547658739887225, -5.70502881089575, -3.1037214247740503, -2.9809908454496465, -3.818612229250543, -1.4896931094383294, -6.915578465063013, -3.8232917283689454, -5.500843881856531, -2.3780004218519366, -2.9901734104046267, -4.0260442821273665, -5.618805518805519, -4.01404451266308, -1.1372178157413155, -1.181980857261764, -0.4603363138929567, -3.434711313214827, -3.8063233837883725, -2.6697273581949186, -2.2080873898045246, -3.159309309309326, -4.353745145182154, -2.207959022852648, -1.9783017022109282, -2.164393939393943, -1.447488770926908, -13.953727144866376, -4.701226993865035, -5.1953372856913855, -1.0123492994460817, -2.6416997617156324]"""
xrp,681.8333333333333,-26.526290726973336,6,6,77,20,10.970036920355506,57,-4.314509283054094,-1.1671308557455882,"""[29.80713048953251, 2.2353377150049014, 4.748866498740552, 2.2410916020144263, 3.999605223200732, 2.8183483390251536, 6.820731707317073, 4.630692504987178, 2.1957662492546333, 0.046498681511866535, 13.387179487179482, 3.5998545001039246, 8.228530259366007, 1.1284370099320393, 32.8885971890745, 4.8075553526592145, 8.335549817086296, 55.733855145063664, 31.378537360890295, 0.36857327516561866]""","""[-2.6753158406219497, -5.839673390970215, -9.880654440848614, -0.5216073781291147, -4.426809714689926, -1.047030497592298, -9.958532272325382, -0.07466430200152294, -3.7521739130434897, -6.1854865974402315, -12.295836997947822, -4.2819132253005785, -2.2434241862926694, -12.964864864864857, -5.9616647127784335, -4.168791946308731, -7.664026206075048, -3.4211913434754693, -3.128350515463918, -2.1590682196339475, -0.12679528403000778, -1.2108172441153087, -3.67675111773473, -5.400532589398928, -4.248747786491265, -1.7416643079535883, -1.3633352049410454, -0.3982107355864759, -5.8729007633587775, -2.6236593059936957, -6.547658739887225, -5.976207887176813, -3.7440454185370955, -4.177253218884132, -2.71830876648564, -2.0494306118509935, -7.831568998109649, -5.240681193145756, -3.276593521421106, -6.3101313320825545, -10.479892555640825, -2.276123652633728, -2.336487885690614, -5.059822665558318, -3.5921620363184803, -2.2080873898045246, -6.203199556130927, -2.2247294904583863, -0.9110300081103008, -2.148380803745602, -0.4917727717923608, -2.3916666666666666, -2.915474984808593, -13.953727144866376, -5.347160454327297, -2.867497988736943, -3.3334384858044106]"""
xrp,681.8333333333333,-8.266850613510742,6,7,62,16,12.358472503066142,46,-4.47831327527324,-0.363733344031272,"""[28.878435384857553, 2.633741105979268, 2.106320810971979, 0.3019789734075349, 3.614799281006597, 4.374209176403532, 1.4689757252812394, 9.245794392523374, 2.560569528164618, 13.888010276905506, 31.977956281274686, 5.579466544033111, 8.05625670744796, 52.91607180129408, 30.00731319554848, 0.12566086395874723]""","""[-3.2244966983411136, -6.658743006784897, -0.11369675386933147, -1.9388106416275432, -1.5703898556589655, -6.528015564202335, -0.07466430200152294, -3.47888198757764, -3.2562335612835236, -12.964864864864857, -6.547831184056277, -1.1422698320787472, -4.567281879194628, -3.851865273928801, -2.1590682196339475, -1.6625000000000045, -2.5778299426186773, -5.557227138643067, -4.957070579306854, -2.6266704098820908, -3.164671814671812, -0.5664420834413122, -8.067639127237062, -6.074432559352981, -3.7440454185370955, -5.671692632690787, -5.433591931730017, -5.600526870389874, -3.7798336798336787, -7.354174397031543, -10.941763695361711, -3.8667071688942904, -4.494491697043337, -5.794098088113054, -6.820346856611953, -2.418896128784975, -6.203199556130927, -2.512710867006676, -1.570292044310166, -2.71830876648564, -5.479746835443044, -2.637878787878803, -3.0775167105529766, -13.953727144866376, -3.7524537409493246, -4.844810363664755]"""
xrp,681.8333333333333,6.1707044153793795,6,8,49,13,15.565717613571072,36,-5.449545126695682,0.27150496083311865,"""[24.810086004691165, 7.229160146061544, 2.59622528460156, 3.635144312393885, 22.56936884771281, 1.310495747770178, 13.888010276905506, 29.474861367837352, 4.830061912405417, 7.570940170940168, 52.91607180129408, 0.28152610441767323, 31.242376999392597]""","""[-4.474201787994888, -9.73006459189666, -5.329625696840987, -4.322397062680291, -6.528015564202335, -2.608780732563976, -5.905335968379451, -0.4488372093023194, -0.37641277641278004, -4.873082942097036, -13.586486486486486, -7.632239155920281, -0.07084548104956591, -5.196476510067112, -5.614782973369676, -2.1590682196339475, -5.581597494126864, -4.252781338118429, -6.024287118977386, -7.866253478370859, -2.879337450870303, -4.692202822291329, -1.9518518518518482, -5.024940742691598, -5.799381761978356, -4.579469099958525, -11.751219973519943, -6.835228876789672, -5.912069663831511, -8.937772397094431, -3.601798220707924, -6.203199556130927, -5.423901712583759, -13.953727144866376, -5.875603597917007, -0.1803470994697003]"""
xrp,681.8333333333333,-5.5476329577533,6,9,40,10,15.412592995774677,30,-5.322452097183334,-0.24409042590945834,"""[21.761174675819984, 3.88546021030768, 1.323785594639864, 26.34488299971807, 15.404772924501007, 29.474861367837352, 2.340677966101689, 6.252891515407349, 24.049026248941562, 23.288396454472206]""","""[-5.970220529906381, -5.329625696840987, -4.322397062680291, -6.621400778210107, -2.834570998494737, -6.827005870841493, -1.7279069767441844, -1.0759072888075742, -3.0725829725829654, -11.29170984455959, -14.829729729729728, -0.6247813411078785, -0.22257405515832268, -3.0146571608303563, -7.01516709511569, -4.252781338118429, -8.094150621496466, -4.524040066777955, -3.2472081218274167, -5.806806282722508, -6.915578465063013, -4.911281625881377, -12.64446732821569, -7.172533654812127, -5.912069663831511, -8.937772397094431, -3.9992996403558494, -1.073574408901244, -5.423901712583759, -1.9778601862079883]"""
xrp,681.8333333333333,-40.26622402099343,6,10,35,8,15.083696400190494,27,-5.960585008241384,-1.7716744863795693,"""[0.9851419031719574, 26.00656893149139, 13.111845102505693, 26.514785992217888, 2.340677966101689, 6.252891515407349, 22.169263336155787, 23.288396454472206]""","""[-8.165982595142232, -1.0521454185730097, -4.322397062680291, -8.146692607003887, -4.406696539706243, -6.827005870841493, -2.193023255813949, -1.408183754183137, -3.0725829725829654, -12.337583205325142, -14.829729729729728, -1.120408163265307, -3.0298848252172186, -3.3190635451504953, -7.4913043478260954, -6.484576865297939, -5.358764607679458, -4.8208121827411174, -7.168062827225136, -16.941730461100228, -7.692407592407578, -6.499351964358043, -8.937772397094431, -5.2914098972922385, -1.669640373534664, -5.423901712583759, -2.924680448161595]"""
xrp,681.8333333333333,-3.783795877152464,6,11,30,8,17.56707526284863,22,-6.5600180899973415,-0.16648331896539809,"""[2.5265214606021877, 23.892106005074712, 13.111845102505693, 24.542492339121544, 2.340677966101689, 4.994339622641507, 46.11304171729444, 23.015577889447247]""","""[-7.280073706951327, -11.081056522408753, -5.178416728902173, -8.91130507065669, -3.098182919442768, -3.794083694083688, -0.4565551289083839, -12.337583205325142, -14.829729729729728, -3.0283850391417797, -3.5759895519389158, -3.8021630615640563, -6.484576865297939, -6.74997217584863, -4.8208121827411174, -8.363816475495309, -17.671657468399495, -8.005217045001984, -5.459477124182997, -1.669640373534664, -5.423901712583759, -2.2978021978022034]"""
xrp,681.8333333333333,20.43622318836971,6,12,25,8,16.77760897494309,17,-6.693214624186764,0.8991738386474085,"""[0.9215664018161175, 23.717567567567567, 11.756253537068476, 26.811076443057715, 1.6401129943502788, 4.994339622641507, 41.364377343595805, 23.015577889447247]""","""[-7.699440843817521, -6.703773584905663, -8.91130507065669, -3.867329716696809, -4.198124098124095, -1.4333333333333378, -9.613513513513515, -4.364647269828622, -9.272841978770279, -7.38985866600545, -10.903400054839606, -4.8208121827411174, -17.849688445789564, -5.683566760037335, -2.275632911392418, -5.423901712583759, -3.373478468139195]"""
xrp,681.8333333333333,16.103974522728574,6,13,22,7,16.662893714664804,15,-6.7024187653283365,0.7085591332415409,"""[28.309090909090923, 11.158091753447785, 26.024031007751926, 1.6401129943502788, 3.5099585062240717, 23.32887662453268, 22.670094207255968]""","""[-1.0521454185730097, -8.385677976871271, -8.006976744186046, -10.13047935716265, -6.374275470570666, -7.1115917444161685, -3.108326618318572, -9.613513513513515, -9.272841978770279, -7.38985866600545, -10.903400054839606, -6.507379705809025, -6.038375350140045, -2.1152612013304593, -4.526177679418277]"""
xrp,681.8333333333333,-7.884085895147255,6,14,22,6,18.21128943884263,16,-7.321988908012687,-0.34689207067379757,"""[27.335064935064935, 10.595187165775396, 26.024031007751926, 1.4367231638418017, 23.32887662453268, 20.547853736089028]""","""[-1.7322492889823162, -8.855877493963662, -9.206487148102806, -11.626738708783604, -6.374275470570666, -7.394317217981337, -8.023717432178357, -10.127027027027033, -9.272841978770279, -10.19858138975715, -10.903400054839606, -6.981077038145103, -0.3697095435684581, -8.416578322061778, -2.1152612013304593, -5.553683212140386]"""
xrp,681.8333333333333,-11.940509701130232,6,15,21,6,17.16972215298974,15,-7.6639228412712415,-0.5253707519441315,"""[27.335064935064935, 7.085792349726774, 24.574329501915695, 0.1464157706093167, 23.32887662453268, 20.547853736089028]""","""[-3.9085816742920665, -10.072368751569961, -9.206487148102806, -12.500548696844998, -7.897213163356059, -3.1817076618603397, -6.414580941446602, -11.996655317444423, -12.43469584034624, -10.903400054839606, -7.355048616305163, -0.6996691480562361, -9.513269968927078, -2.1152612013304593, -6.759354434346596]"""
xrp,681.8333333333333,3.1132036014053184,6,16,19,6,18.871892469591,13,-8.470627016626203,0.13697791450817828,"""[24.35887445887447, 6.648633879781421, 22.786334610472544, 7.5836917562724, 33.432357473035445, 18.42146263910971]""","""[-3.9085816742920665, -11.016506717850284, -15.007508161044603, -8.575573866980573, -3.509411101718794, -6.736155606407322, -11.996655317444423, -12.43469584034624, -10.903400054839606, -7.355048616305163, -9.513269968927078, -2.4019898556379093, -6.759354434346596]"""
xrp,681.8333333333333,4.614008917223522,6,17,18,6,18.93531136367916,12,-9.083154938737618,0.20301188098270206,"""[24.35887445887447, 7.0291472443103835, 22.786334610472544, 7.5836917562724, 33.432357473035445, 18.42146263910971]""","""[-3.9085816742920665, -12.50403071017275, -15.238361367335855, -9.870453207769277, -6.182191780821917, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.513269968927078, -2.9704422032583255, -6.759354434346596]"""
xrp,681.8333333333333,-8.937127670946188,6,18,18,6,17.992300547818967,12,-9.740910913154996,-0.3932248791909836,"""[24.35887445887447, 6.2045851528384315, 22.786334610472544, 4.696163069544369, 32.758243451463784, 17.149602543720185]""","""[-5.4188899707887, -12.50403071017275, -16.528763802854833, -10.34590163934427, -7.250595882990243, -7.372727272727261, -11.996655317444423, -12.43469584034624, -10.247095487409625, -9.897112045329928, -4.490988927071404, -8.40347406138028]"""
xrp,681.8333333333333,-3.7564608605502756,6,19,16,6,16.4592986670151,10,-10.251225286264086,-0.16528060496187966,"""[22.089428494767922, 5.76790393013101, 18.792261001517463, 4.696163069544369, 30.909244992295843, 16.500790513833984]""","""[-6.465628042843234, -12.50403071017275, -19.711955951756696, -7.875087436104381, -8.224118476727783, -12.155177928828461, -12.43469584034624, -10.247095487409625, -4.490988927071404, -8.40347406138028]"""
